Date,Year,Quarter,Month,Region,Country,Salesperson,Channel,Product,Category,Units_Sold,Unit_Price,Discount_Pct,Revenue,COGS,Gross_Profit,Gross_Margin_Pct,Pipeline_Stage,Deal_Size,Customer_Type,Contract_Length_Mo,NPS_Score,Forecast_Revenue,Target_Revenue,Attainment_Pct,Lead_Source,Days_To_Close
2024-07-28,2024,Q3,July,Europe,India,Rep_016,Marketplace,Security Module,Add-on,1,9911.63,20.6,7868.39,4077.97,3790.42,48.2,Negotiation,SMB,Reactivated,36,8,7809.69,6417.73,67.3,Paid,121
2023-12-12,2023,Q4,December,Latin America,Germany,Rep_040,Reseller,Security Module,Add-on,40,8268.61,10.4,296425.31,169493.6,126931.71,42.8,Proposal,Enterprise,Existing,12,10,272446.53,319978.64,63.5,Outbound,75
2023-08-21,2023,Q3,August,Europe,UAE,Rep_005,Direct,Pro Plan,Software,32,4229.53,3.0,131242.85,66381.93,64860.92,49.4,Discovery,Enterprise,Existing,36,8,122445.35,115880.72,63.6,Inbound,23
2024-08-03,2024,Q3,August,Asia Pacific,Brazil,Rep_008,Partner,Data Connector,Add-on,48,4112.55,0.9,195538.2,68814.65,126723.54,64.8,Negotiation,Enterprise,Reactivated,36,8,194026.96,162887.12,112.6,Paid,117
2022-10-15,2022,Q4,October,Asia Pacific,Brazil,Rep_008,Marketplace,Cloud Storage,Add-on,11,1870.77,2.5,20061.39,6266.49,13794.9,68.8,Proposal,Mid-Market,New,1,1,20773.1,17280.85,88.6,Outbound,13
2024-12-26,2024,Q4,December,Latin America,UK,Rep_025,Online,Analytics Add-on,Add-on,45,667.01,13.1,26091.83,13767.99,12323.84,47.2,Proposal,Mid-Market,New,1,1,27513.37,28879.63,134.3,Referral,66
2023-02-14,2023,Q1,February,North America,UK,Rep_015,Direct,Pro Plan,Software,27,472.85,20.5,10148.11,3876.58,6271.53,61.8,Closed Lost,Mid-Market,Reactivated,12,1,9976.97,8555.6,86.2,SEO,165
2023-01-24,2023,Q1,January,Middle East & Africa,UAE,Rep_021,Partner,Analytics Add-on,Add-on,26,9400.45,5.3,231349.06,80704.97,150644.09,65.1,Closed Won,Enterprise,Existing,24,1,226221.75,227534.2,65.3,Referral,171
2024-01-26,2024,Q1,January,North America,UK,Rep_035,Marketplace,Enterprise Suite,Software,14,4227.75,12.5,51796.2,29114.0,22682.19,43.8,Closed Lost,Enterprise,Existing,1,10,49976.64,54507.71,91.1,Paid,39
2023-11-12,2023,Q4,November,Asia Pacific,India,Rep_029,Reseller,Starter Kit,Add-on,43,4923.88,15.2,179516.05,81255.71,98260.34,54.7,Discovery,Enterprise,Reactivated,12,9,182656.45,214584.93,78.6,SEO,36
2023-09-25,2023,Q3,September,Latin America,Australia,Rep_019,Partner,Analytics Add-on,Add-on,49,2585.75,3.4,122344.53,40525.2,81819.34,66.9,Closed Lost,Enterprise,Existing,12,1,115935.24,133370.63,139.1,Event,89
2022-10-02,2022,Q4,October,Asia Pacific,Canada,Rep_019,Direct,Security Module,Add-on,42,7911.31,19.8,266503.02,102972.71,163530.31,61.4,Closed Lost,Enterprise,Reactivated,24,6,252764.73,270693.7,132.5,Paid,68
2023-04-01,2023,Q2,April,Middle East & Africa,Australia,Rep_005,Partner,Data Connector,Add-on,21,1997.75,1.6,41274.95,19191.06,22083.89,53.5,Closed Won,Mid-Market,Reactivated,12,4,38183.96,35887.34,103.9,Outbound,65
2024-11-05,2024,Q4,November,Latin America,Canada,Rep_012,Marketplace,Pro Plan,Software,47,4776.33,4.9,213401.3,76559.12,136842.18,64.1,Closed Lost,Enterprise,Existing,24,10,211193.5,224976.51,81.7,Event,25
2024-01-07,2024,Q1,January,Latin America,Canada,Rep_010,Reseller,Data Connector,Add-on,11,4811.99,15.2,44867.81,21473.12,23394.7,52.1,Closed Won,Mid-Market,Existing,36,2,47190.69,52433.11,107.6,Outbound,146
2022-12-26,2022,Q4,December,Latin America,Australia,Rep_005,Online,Security Module,Add-on,30,3196.3,14.1,82413.28,35556.3,46856.98,56.9,Closed Lost,Enterprise,Reactivated,36,4,76722.22,72181.69,61.0,SEO,100
2024-10-03,2024,Q4,October,Latin America,India,Rep_005,Reseller,Data Connector,Add-on,26,9709.83,12.2,221558.05,99287.28,122270.77,55.2,Closed Won,Enterprise,New,36,10,206596.79,244861.6,136.6,Paid,94
2024-11-09,2024,Q4,November,Asia Pacific,Japan,Rep_016,Reseller,Cloud Storage,Add-on,45,764.51,10.6,30755.7,13634.95,17120.75,55.7,Closed Won,Mid-Market,Existing,1,3,29287.61,30207.89,114.5,Referral,68
2022-11-27,2022,Q4,November,North America,India,Rep_006,Marketplace,Enterprise Suite,Software,50,1103.6,9.6,49877.78,26370.58,23507.2,47.1,Closed Lost,Mid-Market,Existing,12,7,47412.54,45931.84,137.4,Paid,102
2023-09-23,2023,Q3,September,North America,Germany,Rep_018,Partner,Data Connector,Add-on,7,6433.57,8.6,41157.54,22255.05,18902.48,45.9,Proposal,Mid-Market,Reactivated,24,1,45166.49,46366.26,60.1,Inbound,111
2024-12-11,2024,Q4,December,Asia Pacific,Germany,Rep_013,Reseller,Data Connector,Add-on,47,4422.31,4.7,198162.65,71520.7,126641.95,63.9,Closed Lost,Enterprise,Reactivated,1,8,200821.68,175379.76,76.1,Paid,51
2023-01-28,2023,Q1,January,Latin America,Germany,Rep_006,Online,Security Module,Add-on,29,6342.01,21.7,143991.29,83886.07,60105.22,41.7,Closed Won,Enterprise,Existing,1,5,131442.81,116901.73,78.8,Event,177
2022-07-26,2022,Q3,July,North America,USA,Rep_007,Partner,Enterprise Suite,Software,18,7566.63,14.6,116367.13,41105.85,75261.27,64.7,Discovery,Enterprise,New,36,10,116834.32,137874.46,81.3,Event,126
2023-11-22,2023,Q4,November,Asia Pacific,Japan,Rep_024,Reseller,Data Connector,Add-on,24,6881.23,7.9,152134.71,63709.61,88425.1,58.1,Proposal,Enterprise,Reactivated,1,6,163486.32,170772.44,60.2,Paid,107
2022-10-12,2022,Q4,October,Middle East & Africa,Japan,Rep_024,Reseller,Enterprise Suite,Software,8,8715.25,17.5,57533.48,25787.86,31745.62,55.2,Discovery,Enterprise,Reactivated,36,9,56533.85,50351.8,138.9,Referral,9
2024-01-08,2024,Q1,January,Asia Pacific,India,Rep_006,Online,Enterprise Suite,Software,44,4553.2,10.0,180298.46,90492.09,89806.37,49.8,Proposal,Enterprise,Existing,1,7,172865.22,158307.6,71.5,SEO,151
2024-10-30,2024,Q4,October,Europe,France,Rep_030,Partner,Enterprise Suite,Software,32,8007.84,16.8,213132.78,96180.5,116952.28,54.9,Proposal,Enterprise,New,36,9,202088.31,188549.26,120.3,Paid,27
2022-08-05,2022,Q3,August,North America,Brazil,Rep_015,Online,Data Connector,Add-on,11,9303.23,9.6,92524.41,39053.83,53470.58,57.8,Proposal,Enterprise,Reactivated,1,3,100347.1,97467.0,99.4,Paid,90
2023-04-04,2023,Q2,April,Asia Pacific,France,Rep_028,Partner,Pro Plan,Software,25,9118.64,18.1,186645.52,110732.62,75912.89,40.7,Closed Lost,Enterprise,Existing,1,5,171253.99,155971.4,119.2,Outbound,34
2024-01-24,2024,Q1,January,Asia Pacific,France,Rep_013,Reseller,Starter Kit,Add-on,25,5852.79,1.5,144055.88,43957.29,100098.59,69.5,Proposal,Enterprise,Existing,24,3,144624.94,149911.33,77.8,Event,7
2024-08-01,2024,Q3,August,Europe,India,Rep_019,Partner,AI Accelerator,Add-on,19,8403.72,11.4,141476.88,67853.39,73623.49,52.0,Closed Won,Enterprise,Reactivated,24,5,141544.16,152149.89,81.9,Paid,151
2024-09-06,2024,Q3,September,Latin America,UAE,Rep_010,Partner,Analytics Add-on,Add-on,19,7099.58,24.5,101804.89,53171.33,48633.56,47.8,Closed Lost,Enterprise,Reactivated,1,3,109069.25,111064.88,83.9,Paid,45
2022-02-14,2022,Q1,February,Asia Pacific,Canada,Rep_005,Marketplace,Data Connector,Add-on,28,6842.41,18.9,155295.28,104909.16,50386.12,32.4,Negotiation,Enterprise,Existing,12,9,151995.95,132367.52,120.2,SEO,18
2023-09-15,2023,Q3,September,Europe,Germany,Rep_014,Partner,Cloud Storage,Add-on,37,1547.1,7.3,53077.04,27132.36,25944.68,48.9,Closed Lost,Enterprise,Reactivated,1,6,55475.67,54683.83,114.3,Outbound,101
2024-05-24,2024,Q2,May,North America,UK,Rep_033,Online,Starter Kit,Add-on,7,3683.72,23.6,19693.69,10790.66,8903.03,45.2,Discovery,Mid-Market,Existing,12,7,18689.32,16690.82,91.7,Referral,157
2022-12-20,2022,Q4,December,North America,Australia,Rep_024,Direct,Data Connector,Add-on,50,4743.0,9.6,214496.33,119653.82,94842.51,44.2,Closed Won,Enterprise,New,1,2,214033.81,228978.45,100.8,Inbound,155
2024-09-09,2024,Q3,September,North America,Canada,Rep_020,Marketplace,Security Module,Add-on,38,1973.75,16.1,62915.8,31579.59,31336.21,49.8,Closed Lost,Enterprise,New,24,2,65605.68,72031.31,103.0,Event,10
2024-03-17,2024,Q1,March,North America,UK,Rep_014,Direct,Cloud Storage,Add-on,34,8403.01,20.5,227217.12,124207.8,103009.32,45.3,Closed Lost,Enterprise,Reactivated,12,1,229703.86,254529.79,69.8,Outbound,152
2023-02-27,2023,Q1,February,North America,UK,Rep_033,Online,Starter Kit,Add-on,36,2715.25,2.1,95681.45,47727.68,47953.78,50.1,Negotiation,Enterprise,Reactivated,12,7,104811.44,101734.62,79.9,Inbound,137
2023-08-24,2023,Q3,August,Europe,UAE,Rep_039,Marketplace,Cloud Storage,Add-on,37,5005.34,22.8,143028.86,70048.02,72980.84,51.0,Discovery,Enterprise,New,1,1,135508.41,125183.07,84.0,Outbound,39
2023-03-19,2023,Q1,March,Asia Pacific,Brazil,Rep_025,Partner,AI Accelerator,Add-on,9,7344.22,13.7,57012.03,26802.99,30209.04,53.0,Proposal,Enterprise,Existing,1,5,59024.85,67050.7,71.5,Outbound,23
2023-07-06,2023,Q3,July,Asia Pacific,Canada,Rep_010,Online,Analytics Add-on,Add-on,37,6640.72,15.1,208546.81,124113.01,84433.8,40.5,Proposal,Enterprise,Existing,1,10,198015.1,189370.95,102.5,Paid,145
2024-04-13,2024,Q2,April,Asia Pacific,Germany,Rep_015,Online,Pro Plan,Software,41,1070.95,19.5,35367.77,23153.62,12214.16,34.5,Closed Won,Mid-Market,New,36,4,34509.27,29779.7,134.1,Outbound,139
2023-09-20,2023,Q3,September,North America,Brazil,Rep_039,Direct,Cloud Storage,Add-on,34,3618.22,7.0,114346.77,54502.52,59844.25,52.3,Closed Won,Enterprise,New,24,7,107043.96,128346.71,114.2,SEO,146
2024-04-04,2024,Q2,April,Middle East & Africa,Germany,Rep_010,Reseller,Cloud Storage,Add-on,9,2737.8,17.8,20246.7,11621.9,8624.8,42.6,Discovery,Mid-Market,Reactivated,24,1,21941.11,21373.98,89.6,Outbound,178
2024-05-06,2024,Q2,May,Europe,Brazil,Rep_028,Marketplace,Cloud Storage,Add-on,29,9864.21,12.6,250144.99,142921.6,107223.39,42.9,Closed Lost,Enterprise,Existing,1,5,245468.02,231407.82,67.2,Inbound,24
2023-05-07,2023,Q2,May,Europe,Australia,Rep_001,Reseller,Pro Plan,Software,37,761.63,13.9,24276.3,13691.52,10584.78,43.6,Discovery,Mid-Market,Reactivated,12,8,24265.65,26073.93,114.1,SEO,36
2024-04-10,2024,Q2,April,Middle East & Africa,France,Rep_023,Partner,Enterprise Suite,Software,13,9125.69,17.9,97453.02,57712.95,39740.07,40.8,Discovery,Enterprise,Reactivated,1,10,96452.22,84532.01,134.4,SEO,62
2022-12-25,2022,Q4,December,Asia Pacific,Canada,Rep_011,Online,Pro Plan,Software,9,5233.11,10.6,42120.63,25344.4,16776.23,39.8,Closed Won,Mid-Market,Existing,12,9,45075.62,48149.04,83.2,Event,80
2023-06-27,2023,Q2,June,North America,France,Rep_003,Reseller,Analytics Add-on,Add-on,48,6384.53,23.1,235738.04,122094.28,113643.76,48.2,Discovery,Enterprise,Existing,1,6,212441.99,231999.6,83.9,Inbound,6
2023-12-18,2023,Q4,December,Latin America,France,Rep_033,Partner,Starter Kit,Add-on,23,285.86,4.9,6250.18,2680.59,3569.59,57.1,Proposal,SMB,New,36,1,5819.7,6641.77,78.1,Event,100
2023-09-05,2023,Q3,September,Latin America,Australia,Rep_011,Partner,AI Accelerator,Add-on,12,5455.99,24.7,49277.9,24052.42,25225.47,51.2,Negotiation,Mid-Market,Reactivated,36,1,47890.6,56581.16,75.9,Outbound,77
2022-03-24,2022,Q1,March,Latin America,Japan,Rep_031,Online,Starter Kit,Add-on,27,7489.46,4.0,194110.88,106213.47,87897.41,45.3,Closed Won,Enterprise,Existing,36,9,193938.8,208221.69,70.2,Event,133
2024-03-07,2024,Q1,March,North America,USA,Rep_016,Direct,Starter Kit,Add-on,7,7967.59,8.6,50974.94,18490.51,32484.43,63.7,Negotiation,Enterprise,Existing,1,7,50773.01,46534.48,66.6,Event,68
2022-11-09,2022,Q4,November,Europe,Japan,Rep_028,Partner,Starter Kit,Add-on,18,7712.93,24.9,104323.89,71643.49,32680.4,31.3,Proposal,Enterprise,Reactivated,1,9,106641.98,91332.18,128.4,Paid,167
2022-11-01,2022,Q4,November,North America,Germany,Rep_028,Direct,Analytics Add-on,Add-on,9,4131.57,4.8,35397.69,13701.08,21696.6,61.3,Discovery,Mid-Market,New,1,1,34550.64,35751.25,116.0,Outbound,61
2023-11-20,2023,Q4,November,Latin America,Brazil,Rep_024,Online,Data Connector,Add-on,4,5195.66,7.6,19201.67,9580.15,9621.52,50.1,Negotiation,Mid-Market,Reactivated,36,4,18509.8,15726.6,63.3,Inbound,174
2023-10-21,2023,Q4,October,Asia Pacific,Brazil,Rep_032,Online,Analytics Add-on,Add-on,31,2944.56,10.8,81447.95,41225.47,40222.48,49.4,Negotiation,Enterprise,Existing,1,2,84200.04,87408.69,121.6,Outbound,89
2024-01-09,2024,Q1,January,Middle East & Africa,India,Rep_025,Direct,AI Accelerator,Add-on,34,6125.2,6.9,193889.69,74881.39,119008.3,61.4,Closed Won,Enterprise,New,1,1,197246.37,225856.43,112.3,Outbound,54
2024-07-01,2024,Q3,July,North America,Japan,Rep_035,Partner,Pro Plan,Software,35,6265.3,11.9,193289.33,82313.02,110976.31,57.4,Closed Won,Enterprise,New,12,7,195241.39,174155.66,130.2,SEO,93
2024-01-20,2024,Q1,January,North America,France,Rep_002,Partner,Cloud Storage,Add-on,28,862.54,23.3,18528.01,9775.23,8752.78,47.2,Discovery,Mid-Market,Existing,12,5,16843.61,19018.45,123.6,Paid,53
2024-03-25,2024,Q1,March,Middle East & Africa,Canada,Rep_036,Reseller,Cloud Storage,Add-on,33,9720.08,18.8,260561.19,109501.77,151059.42,58.0,Proposal,Enterprise,Reactivated,24,4,244097.18,225125.19,77.4,Paid,7
2024-11-16,2024,Q4,November,Middle East & Africa,Brazil,Rep_018,Marketplace,Cloud Storage,Add-on,46,7260.68,21.3,262811.32,121809.44,141001.88,53.7,Closed Won,Enterprise,New,12,1,264575.61,240928.94,111.2,Referral,39
2023-07-08,2023,Q3,July,Europe,India,Rep_024,Online,Enterprise Suite,Software,14,5438.03,8.7,69519.14,22866.37,46652.77,67.1,Closed Won,Enterprise,Reactivated,24,3,68244.76,72619.2,86.0,Inbound,165
2022-01-22,2022,Q1,January,Europe,France,Rep_038,Direct,AI Accelerator,Add-on,47,9658.23,24.3,343674.99,156237.69,187437.31,54.5,Proposal,Enterprise,Reactivated,24,10,347172.08,387231.96,77.7,Referral,57
2024-03-20,2024,Q1,March,Latin America,Australia,Rep_006,Reseller,Starter Kit,Add-on,15,7351.16,3.7,106178.25,45041.55,61136.69,57.6,Closed Lost,Enterprise,Existing,12,3,99570.98,105775.55,118.4,Paid,77
2022-02-13,2022,Q1,February,Europe,Germany,Rep_005,Reseller,Security Module,Add-on,12,8210.49,4.7,93898.93,46488.63,47410.3,50.5,Closed Lost,Enterprise,Existing,36,2,98111.37,80275.75,120.0,Inbound,159
2022-07-24,2022,Q3,July,Latin America,USA,Rep_009,Partner,Data Connector,Add-on,2,1277.35,20.8,2024.27,775.06,1249.2,61.7,Closed Won,SMB,Existing,12,10,1827.3,2401.88,136.6,Inbound,143
2023-11-25,2023,Q4,November,Europe,Germany,Rep_020,Online,Pro Plan,Software,9,4907.17,11.1,39258.66,19463.87,19794.79,50.4,Proposal,Mid-Market,New,12,1,39600.42,35606.92,103.5,Inbound,16
2022-07-30,2022,Q3,July,North America,Japan,Rep_002,Partner,Security Module,Add-on,33,8886.28,0.0,293158.41,118419.41,174739.01,59.6,Proposal,Enterprise,Existing,12,6,302267.7,261014.69,130.3,Event,180
2022-08-19,2022,Q3,August,Europe,UK,Rep_040,Online,Cloud Storage,Add-on,8,2399.32,7.0,17842.24,10348.11,7494.13,42.0,Closed Won,Mid-Market,Existing,1,1,18215.16,15544.64,102.4,SEO,51
2024-05-20,2024,Q2,May,Asia Pacific,Australia,Rep_024,Online,Starter Kit,Add-on,40,8211.11,2.6,319911.32,127139.7,192771.62,60.3,Closed Won,Enterprise,New,12,3,308410.89,305911.94,117.7,Event,22
2022-08-20,2022,Q3,August,Asia Pacific,Canada,Rep_023,Online,Data Connector,Add-on,10,1085.38,4.5,10360.31,5955.41,4404.9,42.5,Proposal,Mid-Market,Existing,36,7,10571.12,10926.41,71.1,Paid,67
2024-02-24,2024,Q1,February,Middle East & Africa,Japan,Rep_025,Direct,Data Connector,Add-on,32,5478.72,13.4,151817.05,74186.35,77630.7,51.1,Discovery,Enterprise,Reactivated,36,9,154181.65,163567.63,119.9,Paid,27
2023-04-27,2023,Q2,April,North America,Germany,Rep_008,Direct,AI Accelerator,Add-on,14,9939.27,14.0,119725.38,42341.71,77383.67,64.6,Negotiation,Enterprise,Existing,12,5,118776.88,135780.67,104.1,Event,67
2023-03-08,2023,Q1,March,North America,Canada,Rep_002,Reseller,Analytics Add-on,Add-on,48,1549.45,17.6,61284.65,40199.97,21084.68,34.4,Negotiation,Enterprise,New,1,10,56060.38,69556.54,129.6,Inbound,42
2024-01-19,2024,Q1,January,North America,Germany,Rep_012,Reseller,Starter Kit,Add-on,16,954.24,20.3,12161.94,6752.9,5409.03,44.5,Closed Lost,Mid-Market,Reactivated,24,8,11946.72,11370.62,122.5,Paid,8
2023-08-11,2023,Q3,August,Europe,France,Rep_011,Direct,Pro Plan,Software,4,8834.34,18.8,28701.6,10884.96,17816.64,62.1,Proposal,Mid-Market,Existing,36,9,29915.14,25923.91,105.8,Referral,63
2024-05-17,2024,Q2,May,Asia Pacific,Japan,Rep_026,Marketplace,Starter Kit,Add-on,6,5309.71,3.1,30861.63,17346.24,13515.39,43.8,Closed Won,Mid-Market,New,36,3,32852.23,36737.53,108.4,Inbound,124
2024-09-04,2024,Q3,September,Latin America,Japan,Rep_018,Direct,AI Accelerator,Add-on,25,1814.28,16.2,38024.48,22716.35,15308.13,40.3,Closed Won,Mid-Market,New,24,10,40144.7,35522.04,79.2,Outbound,143
2022-08-07,2022,Q3,August,Europe,Japan,Rep_003,Partner,Pro Plan,Software,39,306.57,4.7,11395.23,6306.07,5089.16,44.7,Negotiation,Mid-Market,New,1,10,12503.97,11321.42,63.8,Inbound,84
2022-01-18,2022,Q1,January,Asia Pacific,UAE,Rep_009,Direct,AI Accelerator,Add-on,26,5101.12,9.8,119676.46,50215.76,69460.7,58.0,Negotiation,Enterprise,Existing,1,9,127036.43,102930.69,107.0,Event,127
2022-03-18,2022,Q1,March,Europe,Japan,Rep_014,Partner,Security Module,Add-on,10,6886.27,15.6,58086.46,22014.58,36071.88,62.1,Closed Lost,Enterprise,Reactivated,24,8,61401.48,54346.17,88.8,Event,15
2024-03-04,2024,Q1,March,Europe,Australia,Rep_007,Direct,Analytics Add-on,Add-on,40,6146.4,14.2,211011.84,132640.17,78371.67,37.1,Closed Lost,Enterprise,Existing,1,8,193882.48,195288.81,134.7,Outbound,22
2023-07-28,2023,Q3,July,Asia Pacific,Australia,Rep_017,Reseller,AI Accelerator,Add-on,6,896.11,11.5,4757.36,2568.24,2189.12,46.0,Closed Lost,SMB,New,36,1,4627.46,4351.32,92.7,SEO,179
2022-09-22,2022,Q3,September,Asia Pacific,Canada,Rep_033,Reseller,Cloud Storage,Add-on,33,8478.39,9.3,253648.94,150528.47,103120.47,40.7,Negotiation,Enterprise,Reactivated,1,10,277868.95,208708.3,123.2,Paid,148
2022-01-17,2022,Q1,January,North America,Japan,Rep_025,Reseller,Starter Kit,Add-on,19,3882.05,21.3,58014.6,32640.82,25373.78,43.7,Closed Won,Enterprise,Existing,36,8,59667.84,67299.87,97.2,Inbound,51
2022-08-10,2022,Q3,August,Latin America,India,Rep_032,Partner,Data Connector,Add-on,13,4133.9,8.6,49140.19,16988.4,32151.79,65.4,Proposal,Mid-Market,New,24,8,44602.41,42373.41,97.6,Paid,59
2023-10-18,2023,Q4,October,Middle East & Africa,Canada,Rep_031,Partner,Enterprise Suite,Software,50,3925.79,9.0,178550.25,104841.18,73709.07,41.3,Closed Won,Enterprise,New,1,7,170331.51,188241.05,66.7,Inbound,75
2024-04-09,2024,Q2,April,Asia Pacific,Brazil,Rep_012,Direct,Pro Plan,Software,46,4622.93,5.4,201271.96,86110.31,115161.65,57.2,Closed Won,Enterprise,Existing,24,5,187767.95,189137.38,93.5,Event,142
2022-11-26,2022,Q4,November,Asia Pacific,India,Rep_013,Direct,Data Connector,Add-on,45,5788.11,14.0,223940.52,131731.06,92209.46,41.2,Discovery,Enterprise,Reactivated,12,6,231288.59,252918.77,118.7,Paid,86
2022-01-30,2022,Q1,January,Latin America,Canada,Rep_017,Marketplace,Starter Kit,Add-on,10,5093.57,19.8,40850.2,19309.81,21540.38,52.7,Closed Won,Mid-Market,Existing,12,8,41985.15,42130.88,62.9,Paid,53
2024-05-10,2024,Q2,May,Middle East & Africa,India,Rep_001,Online,Starter Kit,Add-on,25,2317.15,4.8,55160.24,20416.41,34743.83,63.0,Negotiation,Enterprise,New,24,5,55183.24,63274.49,115.9,Paid,121
2024-04-27,2024,Q2,April,Asia Pacific,UAE,Rep_008,Partner,Data Connector,Add-on,23,8315.22,24.4,144677.34,77735.95,66941.39,46.3,Proposal,Enterprise,Existing,24,3,146203.79,125154.99,94.9,Referral,173
2024-06-14,2024,Q2,June,Middle East & Africa,USA,Rep_040,Reseller,Security Module,Add-on,7,9953.56,2.6,67866.64,34940.92,32925.72,48.5,Closed Won,Enterprise,Existing,1,8,67912.27,76170.01,113.4,Event,59
2023-04-02,2023,Q2,April,Middle East & Africa,UAE,Rep_030,Reseller,Cloud Storage,Add-on,25,1321.11,23.8,25179.12,16979.1,8200.02,32.6,Proposal,Mid-Market,New,24,4,25217.2,22838.56,112.7,Referral,111
2023-05-10,2023,Q2,May,Latin America,France,Rep_039,Online,Enterprise Suite,Software,3,351.19,9.4,954.97,356.47,598.49,62.7,Negotiation,SMB,New,36,4,965.61,913.47,109.3,Event,18
2024-05-28,2024,Q2,May,Latin America,Canada,Rep_015,Direct,Starter Kit,Add-on,47,1901.43,12.9,77810.28,47010.96,30799.31,39.6,Closed Lost,Enterprise,Reactivated,1,10,82234.28,88486.8,110.2,Referral,146
2022-11-22,2022,Q4,November,Europe,India,Rep_010,Direct,AI Accelerator,Add-on,6,1113.0,15.7,5628.07,2733.68,2894.39,51.4,Discovery,SMB,Reactivated,1,10,5495.7,6173.63,70.4,Event,167
2024-01-04,2024,Q1,January,Europe,Japan,Rep_025,Online,Starter Kit,Add-on,42,8998.51,13.4,327348.89,141435.77,185913.12,56.8,Closed Won,Enterprise,Existing,1,3,335692.23,345469.17,106.3,Inbound,33
2024-07-29,2024,Q3,July,North America,Australia,Rep_024,Partner,Pro Plan,Software,10,2967.14,2.3,28983.17,15537.45,13445.72,46.4,Proposal,Mid-Market,New,36,1,28483.18,28826.86,110.1,Outbound,180
2024-05-09,2024,Q2,May,Asia Pacific,USA,Rep_012,Marketplace,Data Connector,Add-on,41,9100.36,4.5,356342.79,187354.9,168987.89,47.4,Discovery,Enterprise,New,1,6,391530.9,354049.51,109.1,SEO,6
2022-11-21,2022,Q4,November,North America,Germany,Rep_014,Online,Security Module,Add-on,13,6138.89,12.9,69470.8,34634.68,34836.12,50.1,Closed Won,Enterprise,New,1,6,64448.96,57895.37,115.3,Outbound,73
2023-07-15,2023,Q3,July,Europe,Australia,Rep_028,Marketplace,Cloud Storage,Add-on,6,3614.82,7.4,20093.06,9497.03,10596.03,52.7,Proposal,Mid-Market,New,24,3,18878.94,22874.23,117.4,Event,31
2023-10-01,2023,Q4,October,Europe,Brazil,Rep_021,Marketplace,Starter Kit,Add-on,47,4979.75,10.6,209254.57,121872.32,87382.25,41.8,Closed Won,Enterprise,Reactivated,36,7,196687.61,196943.33,131.8,Inbound,120
2022-12-09,2022,Q4,December,Middle East & Africa,France,Rep_023,Reseller,Enterprise Suite,Software,17,5950.32,20.7,80249.46,37768.23,42481.23,52.9,Closed Won,Enterprise,New,12,6,79116.13,70167.4,79.6,Outbound,173
2024-02-01,2024,Q1,February,Europe,UAE,Rep_014,Reseller,AI Accelerator,Add-on,50,3280.64,17.2,135806.44,49604.61,86201.83,63.5,Discovery,Enterprise,Existing,12,9,124024.83,124051.81,77.0,Outbound,31
2023-07-24,2023,Q3,July,Middle East & Africa,UAE,Rep_013,Partner,Pro Plan,Software,42,4332.15,7.9,167495.16,88982.88,78512.28,46.9,Closed Won,Enterprise,Existing,36,1,183918.39,162218.21,69.9,Outbound,158
2023-11-01,2023,Q4,November,Europe,India,Rep_001,Reseller,Data Connector,Add-on,37,407.43,19.6,12122.94,4589.73,7533.21,62.1,Negotiation,Mid-Market,New,36,1,13082.66,14150.06,63.1,Paid,9
2022-05-23,2022,Q2,May,North America,Canada,Rep_006,Marketplace,Cloud Storage,Add-on,27,7286.89,18.8,159674.45,72534.0,87140.45,54.6,Negotiation,Enterprise,Existing,1,7,153237.78,190585.31,99.5,Paid,36
2024-02-05,2024,Q1,February,North America,UAE,Rep_028,Partner,Pro Plan,Software,15,667.78,2.6,9753.36,3031.02,6722.33,68.9,Closed Lost,SMB,New,12,6,10370.06,9899.88,60.4,Paid,18
2023-06-16,2023,Q2,June,North America,India,Rep_025,Online,Enterprise Suite,Software,4,9481.02,8.2,34801.7,12088.7,22713.0,65.3,Closed Lost,Mid-Market,New,36,2,32200.55,39839.53,120.2,Event,168
2024-07-04,2024,Q3,July,Middle East & Africa,Brazil,Rep_021,Reseller,Pro Plan,Software,34,2556.13,12.3,76259.88,36456.49,39803.39,52.2,Closed Lost,Enterprise,New,24,5,79483.86,71776.09,126.8,Outbound,173
2023-02-26,2023,Q1,February,North America,Canada,Rep_013,Reseller,Pro Plan,Software,32,789.62,5.4,23902.4,7663.24,16239.15,67.9,Closed Won,Mid-Market,Existing,12,10,25152.98,24035.56,85.1,Referral,121
2022-11-12,2022,Q4,November,Europe,India,Rep_033,Partner,Pro Plan,Software,15,9182.63,11.3,122160.06,54599.1,67560.96,55.3,Proposal,Enterprise,New,1,5,120281.09,131261.77,136.1,SEO,170
2022-07-29,2022,Q3,July,Latin America,Germany,Rep_018,Direct,Starter Kit,Add-on,7,7500.25,22.4,40766.35,18908.02,21858.32,53.6,Proposal,Mid-Market,Reactivated,36,6,38855.05,47728.06,66.7,Event,59
2022-11-05,2022,Q4,November,Middle East & Africa,UK,Rep_004,Reseller,Data Connector,Add-on,28,5176.68,6.8,135069.38,45410.38,89659.0,66.4,Proposal,Enterprise,New,24,4,132440.71,140150.64,102.4,Event,137
2024-06-06,2024,Q2,June,North America,USA,Rep_037,Online,Pro Plan,Software,42,2638.65,2.9,107632.07,36324.68,71307.39,66.3,Closed Lost,Enterprise,New,1,5,101743.84,112807.91,117.3,Event,105
