Date,Week,Month,Quarter,Year,SKU_ID,Product_Name,Category,Warehouse,Region,Actual_Demand,Forecast_Demand,Forecast_Error_Pct,MAPE,Model_Used,Confidence_Interval_Low,Confidence_Interval_High,Inventory_On_Hand,Inventory_In_Transit,Safety_Stock,Reorder_Point,Days_Of_Supply,Stockout_Risk,Overstock_Risk,Unit_Cost,Selling_Price,Revenue_Forecast,Gross_Margin_Pct,Lead_Time_Days,Supplier,Supplier_Reliability_Pct,Elasticity,Promo_Planned,Promo_Lift_Pct,External_Factor,Trend_Direction,Seasonality_Index,ABC_Classification
2024-03-18,12,March,Q1,2024,SKU-1029,Automotive Item 029,Automotive,APAC Fulfillment,Latin America,4702,5391,14.7,19.97,Ensemble,4582,6199,6242,1032,4246,10045,39.8,Medium,Low,151.36,378.4,2039943.31,42.0,37,Supplier_07,90.2,-0.73,1,40.7,None,Upward,1.292,B
2024-09-10,37,September,Q3,2024,SKU-1024,Sports Item 024,Sports,East Coast Hub,North America,1371,1566,14.2,2.54,LSTM,1331,1800,33,1740,2384,4074,0.7,High,Low,166.09,415.22,650229.45,51.6,37,Supplier_09,76.9,-0.37,0,20.2,Supply Shock,Stable,0.717,A
2024-09-19,38,September,Q3,2024,SKU-1021,Electronics Item 021,Electronics,APAC Fulfillment,Europe,795,861,8.3,5.7,XGBoost,731,990,1449,1328,777,1890,54.7,Medium,Low,147.69,369.23,317910.28,33.1,42,Supplier_06,77.7,-0.92,0,55.6,Weather,Stable,0.705,C
2024-10-09,41,October,Q4,2024,SKU-1022,Home & Garden Item 022,Home & Garden,East Coast Hub,Latin America,1407,1377,2.1,23.28,Ensemble,1170,1583,7531,793,313,641,160.6,Low,High,146.86,367.16,505580.15,40.2,7,Supplier_13,86.8,-2.22,0,0,Competitor Promo,Upward,0.704,A
2024-08-25,34,August,Q3,2024,SKU-1013,Home & Garden Item 013,Home & Garden,APAC Fulfillment,Latin America,852,984,15.5,13.91,LSTM,836,1131,9913,1154,641,1095,349.0,Low,High,29.66,74.15,72960.72,21.3,16,Supplier_02,75.1,-0.05,0,57.1,Competitor Promo,Upward,0.755,B
2022-08-17,33,August,Q3,2022,SKU-1011,Healthcare Item 011,Healthcare,East Coast Hub,Middle East & Africa,1613,2257,39.9,6.59,XGBoost,1918,2595,2792,858,1553,2789,51.9,Medium,Low,80.2,200.5,452526.34,25.9,23,Supplier_13,84.7,-2.14,0,0,Weather,Downward,0.785,A
2024-10-21,43,October,Q4,2024,SKU-1008,Electronics Item 008,Electronics,West Coast Hub,Europe,2646,2837,7.2,3.07,ARIMA,2411,3262,2173,1107,287,816,24.6,Low,High,177.61,444.02,1259675.23,27.0,6,Supplier_13,88.8,-2.54,1,29.9,Competitor Promo,Stable,0.72,B
2024-11-16,46,November,Q4,2024,SKU-1006,Electronics Item 006,Electronics,European DC,Asia Pacific,809,868,7.3,3.85,LSTM,737,998,822,851,1256,2388,30.5,High,Low,150.16,375.41,325857.51,59.9,42,Supplier_11,85.5,-0.59,0,0,Supply Shock,Upward,0.794,C
2024-02-19,8,February,Q1,2024,SKU-1015,Apparel Item 015,Apparel,European DC,Asia Pacific,4478,3464,22.6,7.74,Ensemble,2944,3983,8335,688,4453,7438,55.8,Medium,Low,34.06,85.15,294953.85,24.1,20,Supplier_10,77.6,-1.88,1,0,Supply Shock,Stable,1.227,C
2023-03-15,11,March,Q1,2023,SKU-1022,Food & Beverage Item 022,Food & Beverage,APAC Fulfillment,Middle East & Africa,515,386,25.0,12.9,Prophet,328,443,2860,1768,621,1273,166.6,Low,Medium,94.51,236.28,91204.62,63.4,38,Supplier_06,83.7,-0.81,0,0,Weather,Stable,1.287,C
2023-05-24,21,May,Q2,2023,SKU-1028,Apparel Item 028,Apparel,APAC Fulfillment,Asia Pacific,5012,3931,21.6,23.37,Holt-Winters,3341,4520,6108,24,4611,7952,36.6,Medium,Low,97.08,242.7,954072.56,31.1,20,Supplier_01,83.1,-2.05,0,0,Competitor Promo,Stable,1.185,B
2022-11-01,44,November,Q4,2022,SKU-1007,Healthcare Item 007,Healthcare,European DC,Europe,1750,1598,8.7,14.5,LSTM,1358,1837,7271,872,1870,3211,124.6,Low,Medium,6.14,15.36,24542.51,28.1,23,Supplier_13,84.0,-0.23,0,0,None,Upward,0.742,B
2023-03-04,9,March,Q1,2023,SKU-1014,Home & Garden Item 014,Home & Garden,East Coast Hub,Asia Pacific,1449,1080,25.5,16.59,XGBoost,918,1242,8729,621,103,247,180.7,Low,High,80.47,201.18,217277.76,31.3,3,Supplier_11,90.8,-1.21,0,0,Holiday,Downward,1.265,B
2024-12-06,49,December,Q4,2024,SKU-1008,Food & Beverage Item 008,Food & Beverage,European DC,North America,452,437,3.3,18.31,Prophet,371,502,8810,1715,342,598,584.7,Low,High,162.34,405.86,177360.25,46.7,17,Supplier_06,96.2,-2.75,1,53.9,None,Downward,0.88,B
2023-01-23,4,January,Q1,2023,SKU-1013,Sports Item 013,Sports,Central Depot,Europe,6091,5317,12.7,9.76,Holt-Winters,4519,6114,545,214,3390,10090,2.7,High,Low,53.62,134.06,712803.06,41.9,33,Supplier_10,75.6,-1.69,1,13.3,Holiday,Downward,1.116,B
2023-10-31,44,October,Q4,2023,SKU-1012,Sports Item 012,Sports,West Coast Hub,Latin America,3221,4326,34.3,9.72,Ensemble,3677,4974,9693,1096,1815,4821,90.3,Low,High,91.58,228.96,990480.14,52.0,28,Supplier_10,84.1,-0.01,0,0,Competitor Promo,Downward,0.74,C
2024-09-03,36,September,Q3,2024,SKU-1017,Apparel Item 017,Apparel,APAC Fulfillment,Middle East & Africa,1825,1962,7.5,14.73,XGBoost,1667,2256,5407,1318,257,682,88.9,Low,High,126.28,315.71,619414.47,33.6,7,Supplier_08,75.6,-2.46,1,0,None,Stable,0.731,B
2023-10-14,41,October,Q4,2023,SKU-1014,Food & Beverage Item 014,Food & Beverage,Central Depot,Middle East & Africa,4192,3544,15.5,18.6,Holt-Winters,3012,4075,8534,390,7780,13788,61.1,Medium,Low,81.78,204.44,724551.8,34.0,43,Supplier_13,80.8,-1.76,0,52.7,Supply Shock,Stable,0.708,B
2022-06-18,24,June,Q2,2022,SKU-1002,Automotive Item 002,Automotive,European DC,Middle East & Africa,2050,2351,14.7,14.98,ARIMA,1998,2703,5640,1105,1221,3066,82.5,Low,Medium,183.06,457.64,1075921.77,22.6,27,Supplier_06,73.6,-0.04,0,0,None,Stable,1.069,B
2024-03-26,13,March,Q1,2024,SKU-1007,Apparel Item 007,Apparel,European DC,Asia Pacific,3571,3017,15.5,14.97,Prophet,2564,3469,6702,1765,535,1130,56.3,Low,High,143.8,359.5,1084617.06,27.2,5,Supplier_08,79.7,-0.92,0,0,Weather,Downward,1.299,A
2023-04-10,15,April,Q2,2023,SKU-1020,Apparel Item 020,Apparel,West Coast Hub,Middle East & Africa,1725,1719,0.3,20.43,Holt-Winters,1461,1976,8375,356,1892,3214,145.7,Low,Medium,170.78,426.96,733945.06,53.5,23,Supplier_15,93.4,-1.71,0,0,Competitor Promo,Downward,1.297,B
2022-06-29,26,June,Q2,2022,SKU-1001,Electronics Item 001,Electronics,European DC,Latin America,186,185,0.5,11.42,ARIMA,157,212,320,955,138,237,51.6,Low,Low,4.02,10.06,1860.9,45.2,16,Supplier_09,90.8,-0.53,0,0,None,Downward,1.013,C
2022-05-23,21,May,Q2,2022,SKU-1012,Home & Garden Item 012,Home & Garden,West Coast Hub,Asia Pacific,6284,6316,0.5,3.44,ARIMA,5368,7263,2420,315,10848,19436,11.6,High,Low,71.75,179.39,1133003.59,26.0,41,Supplier_15,86.6,-1.92,0,0,Competitor Promo,Stable,1.189,C
2022-11-17,46,November,Q4,2022,SKU-1015,Apparel Item 015,Apparel,West Coast Hub,Middle East & Africa,3993,3924,1.7,19.3,Prophet,3335,4512,1904,435,2397,5990,14.3,High,Low,81.3,203.24,797531.1,43.9,27,Supplier_02,93.8,-2.85,1,12.2,Competitor Promo,Stable,0.794,B
2023-09-24,38,September,Q3,2023,SKU-1012,Electronics Item 012,Electronics,Central Depot,North America,1974,2187,10.8,12.48,Prophet,1858,2515,9412,194,649,1307,143.0,Low,High,77.55,193.88,424007.41,61.8,10,Supplier_04,76.5,-0.43,0,0,Competitor Promo,Stable,0.702,A
2022-07-31,30,July,Q3,2022,SKU-1026,Office Item 026,Office,Central Depot,North America,1380,1441,4.4,10.73,Ensemble,1224,1657,3625,1500,1209,2635,78.8,Low,Low,193.47,483.69,696990.93,53.2,31,Supplier_12,81.2,-0.94,0,19.5,Supply Shock,Stable,0.854,A
2022-09-25,38,September,Q3,2022,SKU-1014,Healthcare Item 014,Healthcare,Central Depot,Asia Pacific,173,144,16.8,17.08,ARIMA,122,165,6768,139,127,219,1173.6,Low,High,126.38,315.95,45496.99,26.4,16,Supplier_11,87.4,-0.59,0,0,Supply Shock,Downward,0.701,C
2023-12-14,50,December,Q4,2023,SKU-1004,Automotive Item 004,Automotive,European DC,Asia Pacific,1207,1064,11.8,8.25,Holt-Winters,904,1223,123,999,409,730,3.1,High,Low,50.38,125.95,134007.73,22.6,8,Supplier_13,97.9,-0.42,0,0,Supply Shock,Downward,0.913,C
2022-07-25,30,July,Q3,2022,SKU-1008,Automotive Item 008,Automotive,European DC,North America,841,610,27.5,16.53,ARIMA,518,701,3355,505,1025,2006,119.7,Low,Medium,11.36,28.41,17331.23,57.7,35,Supplier_11,82.5,-0.46,0,0,Holiday,Upward,0.882,A
2023-08-10,32,August,Q3,2023,SKU-1013,Office Item 013,Office,Central Depot,Asia Pacific,2614,2427,7.2,6.03,Holt-Winters,2062,2791,8622,1928,1923,3752,99.0,Low,Medium,179.99,449.97,1092070.99,34.9,21,Supplier_07,97.3,-1.45,0,0,None,Upward,0.811,B
2023-06-30,26,June,Q2,2023,SKU-1009,Apparel Item 009,Apparel,APAC Fulfillment,Europe,2098,2962,41.2,18.05,Holt-Winters,2517,3406,3519,842,3532,6399,50.3,High,Low,79.02,197.55,585138.93,53.9,41,Supplier_14,71.0,-0.03,1,0,None,Downward,1.008,B
2022-10-18,42,October,Q4,2022,SKU-1022,Sports Item 022,Sports,APAC Fulfillment,Asia Pacific,1299,1393,7.2,3.9,XGBoost,1184,1601,3078,1301,1863,3508,71.1,Medium,Low,156.51,391.27,545038.75,26.2,38,Supplier_05,83.5,-2.93,0,0,Supply Shock,Upward,0.713,B
2024-03-11,11,March,Q1,2024,SKU-1004,Office Item 004,Office,Central Depot,Europe,7501,6247,16.7,14.85,Prophet,5309,7184,2582,1426,10742,18743,10.3,High,Low,45.8,114.51,715314.59,56.9,32,Supplier_13,93.1,-0.4,0,0,Weather,Stable,1.282,C
2023-03-08,10,March,Q1,2023,SKU-1014,Sports Item 014,Sports,European DC,Asia Pacific,6694,5564,16.9,11.75,XGBoost,4729,6398,46,1899,1187,2748,0.2,High,Low,190.35,475.89,2647825.92,55.0,7,Supplier_01,77.2,-2.83,0,55.0,Holiday,Downward,1.274,B
2022-12-05,49,December,Q4,2022,SKU-1001,Sports Item 001,Sports,West Coast Hub,Europe,2303,2361,2.5,2.82,ARIMA,2006,2715,321,1195,1927,3462,4.2,High,Low,180.76,451.89,1066911.57,44.3,20,Supplier_14,86.8,-0.32,0,12.1,None,Stable,0.87,A
2022-04-23,16,April,Q2,2022,SKU-1023,Office Item 023,Office,Central Depot,Europe,5523,5385,2.5,5.74,Prophet,4577,6192,6120,1739,4324,8558,33.2,Medium,Low,107.24,268.1,1443704.22,40.9,23,Supplier_07,85.2,-1.6,0,0,Economic,Stable,1.279,A
2022-12-26,52,December,Q4,2022,SKU-1015,Office Item 015,Office,Central Depot,Middle East & Africa,1515,1658,9.4,8.42,Prophet,1409,1906,2137,1562,1940,3404,42.3,Medium,Low,161.53,403.82,669540.01,58.1,29,Supplier_02,82.3,-2.83,0,0,None,Upward,0.974,B
2024-07-10,28,July,Q3,2024,SKU-1002,Food & Beverage Item 002,Food & Beverage,European DC,Middle East & Africa,864,1202,39.1,7.07,Prophet,1021,1382,5212,519,1272,2193,181.0,Low,Medium,47.59,118.98,143011.4,22.3,32,Supplier_10,77.1,-1.85,0,0,Weather,Upward,0.951,B
2023-11-24,47,November,Q4,2023,SKU-1020,Automotive Item 020,Automotive,West Coast Hub,North America,1083,902,16.7,22.09,Holt-Winters,766,1037,7915,1954,1328,2483,219.3,Low,High,62.32,155.8,140531.08,39.5,32,Supplier_09,80.3,-2.57,1,25.0,Supply Shock,Stable,0.822,C
2022-05-19,20,May,Q2,2022,SKU-1011,Office Item 011,Office,East Coast Hub,Asia Pacific,1139,1296,13.8,17.39,Holt-Winters,1101,1490,8359,1420,1309,2182,220.2,Low,High,100.36,250.89,325158.28,59.4,23,Supplier_05,88.5,-2.62,0,0,Competitor Promo,Stable,1.204,A
2022-02-13,6,February,Q1,2022,SKU-1014,Automotive Item 014,Automotive,East Coast Hub,Latin America,194,178,8.2,23.41,Ensemble,151,204,5784,1281,219,387,894.4,Low,High,144.45,361.13,64281.66,44.5,26,Supplier_09,85.1,-0.61,1,14.3,None,Downward,1.206,C
2022-02-26,8,February,Q1,2022,SKU-1002,Office Item 002,Office,European DC,Middle East & Africa,513,564,9.9,6.92,ARIMA,479,648,128,729,168,304,7.5,High,Low,120.17,300.42,169434.83,54.1,8,Supplier_03,88.8,-2.22,0,0,Economic,Downward,1.249,A
2022-07-17,28,July,Q3,2022,SKU-1012,Office Item 012,Office,West Coast Hub,North America,1629,1883,15.6,15.91,XGBoost,1600,2165,2493,1454,2092,3612,45.9,Medium,Low,69.4,173.51,326723.89,40.1,28,Supplier_10,91.3,-0.92,0,0,Supply Shock,Upward,0.921,A
2024-08-28,35,August,Q3,2024,SKU-1025,Sports Item 025,Sports,East Coast Hub,Europe,708,576,18.6,21.79,Ensemble,489,662,1973,1255,244,574,83.6,Low,High,167.03,417.58,240523.42,45.4,14,Supplier_14,88.5,-2.03,0,20.2,Holiday,Stable,0.746,A
2022-06-11,23,June,Q2,2022,SKU-1023,Electronics Item 023,Electronics,European DC,Latin America,3374,4239,25.6,22.05,Holt-Winters,3603,4874,1092,136,806,1593,9.7,Medium,Low,45.07,112.67,477610.22,45.5,7,Supplier_08,85.5,-0.45,0,0,Economic,Stable,1.104,B
2024-01-11,2,January,Q1,2024,SKU-1019,Sports Item 019,Sports,APAC Fulfillment,Middle East & Africa,603,818,35.7,13.49,XGBoost,695,940,4789,1685,313,936,238.3,Low,High,33.13,82.83,67752.11,24.6,31,Supplier_06,88.9,-0.6,0,0,Holiday,Stable,1.056,B
2023-06-05,23,June,Q2,2023,SKU-1024,Office Item 024,Office,APAC Fulfillment,North America,757,780,3.0,6.36,XGBoost,663,896,9622,1797,349,853,381.3,Low,High,139.59,348.98,272207.11,35.0,20,Supplier_15,97.3,-0.74,0,0,Holiday,Stable,1.132,A
2022-02-16,7,February,Q1,2022,SKU-1026,Office Item 026,Office,Central Depot,North America,5369,5033,6.3,6.07,Prophet,4278,5787,8487,908,2968,6547,47.4,Low,Low,71.96,179.9,905422.48,52.4,20,Supplier_07,89.9,-2.61,0,0,Competitor Promo,Stable,1.217,A
2023-11-19,46,November,Q4,2023,SKU-1005,Office Item 005,Office,East Coast Hub,Middle East & Africa,2983,2897,2.9,2.88,LSTM,2462,3331,4440,1001,3452,5937,44.7,Medium,Low,59.61,149.03,431726.2,33.4,25,Supplier_03,71.9,-0.5,0,0,Weather,Downward,0.802,B
2023-08-28,35,August,Q3,2023,SKU-1006,Office Item 006,Office,West Coast Hub,Europe,503,472,6.2,12.58,Prophet,401,542,7280,691,627,1046,434.2,Low,High,36.75,91.87,43361.89,29.5,25,Supplier_05,86.4,-1.63,0,31.0,None,Downward,0.749,A
2022-12-06,49,December,Q4,2022,SKU-1005,Automotive Item 005,Automotive,Central Depot,Latin America,4556,3638,20.1,16.71,ARIMA,3092,4183,2981,394,6751,11458,19.6,High,Low,9.15,22.87,83201.16,30.4,31,Supplier_05,84.3,-2.67,1,27.0,Competitor Promo,Downward,0.875,B
2023-11-18,46,November,Q4,2023,SKU-1004,Home & Garden Item 004,Home & Garden,Central Depot,North America,720,911,26.5,16.58,Prophet,774,1047,2624,1355,64,184,109.3,Low,High,126.81,317.03,288817.63,63.7,5,Supplier_03,98.0,-0.0,0,0,None,Stable,0.798,A
2023-09-10,36,September,Q3,2023,SKU-1011,Sports Item 011,Sports,European DC,Latin America,1199,1278,6.6,11.56,XGBoost,1086,1469,6739,1310,750,1469,168.6,Low,High,23.01,57.52,73508.62,54.0,18,Supplier_07,95.3,-1.48,0,0,None,Downward,0.719,B
2023-10-20,42,October,Q4,2023,SKU-1027,Apparel Item 027,Apparel,West Coast Hub,Middle East & Africa,3694,3813,3.2,10.97,LSTM,3241,4384,5164,388,2117,4949,41.9,Low,Low,61.58,153.94,586976.76,42.1,23,Supplier_06,86.9,-0.38,0,0,Holiday,Downward,0.716,C
2024-12-11,50,December,Q4,2024,SKU-1021,Healthcare Item 021,Healthcare,East Coast Hub,Middle East & Africa,762,626,17.8,3.88,XGBoost,532,719,4905,531,459,814,193.1,Low,High,51.8,129.49,81061.57,52.9,14,Supplier_07,84.8,-2.11,1,0,Economic,Downward,0.904,B
2022-08-22,34,August,Q3,2022,SKU-1002,Food & Beverage Item 002,Food & Beverage,West Coast Hub,Latin America,4185,3478,16.9,13.1,Holt-Winters,2956,3999,8094,1644,3333,7239,58.0,Low,Low,130.03,325.07,1130590.06,49.2,28,Supplier_05,98.3,-0.33,1,0,Weather,Stable,0.768,A
2023-02-15,7,February,Q1,2023,SKU-1016,Sports Item 016,Sports,Central Depot,Latin America,1665,1582,5.0,21.45,ARIMA,1344,1819,3621,685,1424,2645,65.2,Low,Low,114.79,286.98,454005.76,51.2,22,Supplier_03,74.5,-0.14,0,39.7,Economic,Stable,1.213,B
2022-03-16,11,March,Q1,2022,SKU-1010,Healthcare Item 010,Healthcare,APAC Fulfillment,Middle East & Africa,3530,3244,8.1,17.72,Prophet,2757,3730,7090,1584,628,1569,60.3,Low,High,135.32,338.3,1097441.11,61.5,8,Supplier_05,72.8,-1.85,1,0,Supply Shock,Upward,1.288,C
2022-11-03,44,November,Q4,2022,SKU-1011,Home & Garden Item 011,Home & Garden,West Coast Hub,Middle East & Africa,2831,3153,11.4,3.1,Prophet,2680,3625,7756,172,1892,3401,82.2,Low,Medium,120.7,301.75,951422.95,54.2,16,Supplier_02,90.4,-0.93,1,0,Economic,Stable,0.748,B
2024-12-09,50,December,Q4,2024,SKU-1013,Office Item 013,Office,Central Depot,North America,902,978,8.4,17.25,Prophet,831,1124,1591,806,940,1781,52.9,Medium,Low,20.99,52.46,51309.21,53.9,28,Supplier_08,97.3,-0.99,1,0,Supply Shock,Upward,0.894,B
2023-04-13,15,April,Q2,2023,SKU-1023,Office Item 023,Office,APAC Fulfillment,Middle East & Africa,2196,1861,15.3,8.88,Holt-Winters,1581,2140,9464,1232,554,1066,129.3,Low,High,57.29,143.21,266522.22,44.0,7,Supplier_06,89.0,-2.64,0,24.4,Competitor Promo,Upward,1.294,B
2022-09-26,39,September,Q3,2022,SKU-1004,Office Item 004,Office,APAC Fulfillment,Middle East & Africa,1076,1024,4.8,16.8,Prophet,870,1177,2726,1330,1523,2814,76.0,Medium,Low,36.89,92.23,94447.42,40.7,36,Supplier_09,73.3,-0.77,0,0,Economic,Upward,0.701,A
2022-08-27,34,August,Q3,2022,SKU-1001,Electronics Item 001,Electronics,West Coast Hub,Middle East & Africa,1438,1415,1.6,16.41,XGBoost,1202,1627,598,1367,665,1144,12.5,High,Low,54.02,135.06,191105.27,49.5,10,Supplier_10,91.1,-0.13,1,30.0,Weather,Upward,0.752,B
2022-04-18,16,April,Q2,2022,SKU-1016,Apparel Item 016,Apparel,European DC,Middle East & Africa,114,115,0.9,2.42,Prophet,97,132,2118,659,130,282,557.4,Low,High,14.35,35.87,4124.51,32.5,40,Supplier_01,94.1,-1.84,0,36.4,Weather,Stable,1.288,C
2024-10-22,43,October,Q4,2024,SKU-1008,Office Item 008,Office,APAC Fulfillment,Asia Pacific,1845,1536,16.7,3.74,Prophet,1305,1766,6859,164,1893,3184,111.5,Low,Medium,144.74,361.85,555801.26,26.7,21,Supplier_05,86.5,-2.9,0,12.1,Competitor Promo,Upward,0.722,B
2022-10-21,42,October,Q4,2022,SKU-1007,Automotive Item 007,Automotive,APAC Fulfillment,Middle East & Africa,510,640,25.5,12.91,Holt-Winters,544,736,1460,656,126,296,85.9,Low,High,45.11,112.77,72174.44,41.1,10,Supplier_15,94.5,-2.51,0,0,Economic,Stable,0.718,C
2024-10-06,40,October,Q4,2024,SKU-1001,Electronics Item 001,Electronics,APAC Fulfillment,Asia Pacific,2179,2139,1.8,11.31,ARIMA,1818,2459,9992,250,1473,2925,137.6,Low,High,77.57,193.92,414793.39,39.6,20,Supplier_07,84.6,-1.34,1,0,Competitor Promo,Downward,0.702,C
2023-11-13,46,November,Q4,2023,SKU-1007,Home & Garden Item 007,Home & Garden,European DC,North America,1362,1321,3.0,22.11,Ensemble,1122,1519,3427,1153,165,392,75.5,Low,High,46.21,115.53,152619.0,29.4,5,Supplier_07,91.2,-2.26,1,41.6,Supply Shock,Stable,0.779,B
2022-09-29,39,September,Q3,2022,SKU-1027,Sports Item 027,Sports,East Coast Hub,Middle East & Africa,3242,3148,2.9,11.97,Ensemble,2675,3620,3581,1802,1941,5291,33.1,Medium,Low,106.8,267.0,840505.38,44.5,31,Supplier_08,78.3,-1.79,0,0,Holiday,Stable,0.7,B
2023-11-23,47,November,Q4,2023,SKU-1009,Automotive Item 009,Automotive,APAC Fulfillment,North America,1739,1637,5.9,6.8,Ensemble,1391,1882,3436,292,1128,2751,59.3,Low,Medium,79.55,198.88,325570.95,55.8,28,Supplier_13,74.1,-2.47,0,58.4,Weather,Upward,0.817,A
2023-04-18,16,April,Q2,2023,SKU-1015,Home & Garden Item 015,Home & Garden,East Coast Hub,Europe,5870,6445,9.8,7.33,XGBoost,5478,7411,3521,1581,8136,14788,18.0,High,Low,114.31,285.78,1841846.04,40.1,34,Supplier_12,86.5,-0.2,0,41.5,Supply Shock,Downward,1.288,B
2022-01-15,2,January,Q1,2022,SKU-1002,Home & Garden Item 002,Home & Garden,West Coast Hub,Latin America,3379,3438,1.7,2.33,XGBoost,2922,3953,2535,657,255,705,22.5,Low,High,29.44,73.6,253019.8,59.8,4,Supplier_15,77.7,-2.98,0,0,Supply Shock,Stable,1.077,B
2022-06-10,23,June,Q2,2022,SKU-1029,Apparel Item 029,Apparel,Central Depot,Middle East & Africa,5851,5682,2.9,7.51,Prophet,4829,6534,6741,1583,7196,14997,34.6,High,Low,42.48,106.19,603358.62,39.5,40,Supplier_04,72.5,-1.35,0,20.9,Weather,Downward,1.109,A
2023-04-27,17,April,Q2,2023,SKU-1029,Healthcare Item 029,Healthcare,East Coast Hub,Asia Pacific,5757,5763,0.1,13.48,LSTM,4898,6627,6628,156,1073,2416,34.5,Low,High,42.95,107.38,618808.19,47.3,7,Supplier_15,80.6,-0.29,0,46.0,None,Upward,1.271,C
2022-08-16,33,August,Q3,2022,SKU-1020,Apparel Item 020,Apparel,West Coast Hub,North America,95,91,4.2,19.08,LSTM,77,104,2476,1522,86,212,781.9,Low,High,60.54,151.34,13772.3,42.7,40,Supplier_12,96.4,-1.97,0,0,Weather,Upward,0.788,A
2022-03-21,12,March,Q1,2022,SKU-1021,Apparel Item 021,Apparel,European DC,Asia Pacific,5997,5553,7.4,24.92,LSTM,4720,6385,2321,1062,12268,21063,11.6,High,Low,146.56,366.39,2034566.07,30.7,44,Supplier_01,72.6,-0.33,0,0,Holiday,Downward,1.294,C
2023-02-21,8,February,Q1,2023,SKU-1009,Food & Beverage Item 009,Food & Beverage,European DC,Middle East & Africa,1612,1716,6.5,9.63,XGBoost,1458,1973,9799,973,699,1881,182.4,Low,High,31.18,77.94,133752.28,53.7,22,Supplier_01,74.5,-1.25,0,0,None,Upward,1.234,B
2024-06-18,25,June,Q2,2024,SKU-1029,Apparel Item 029,Apparel,West Coast Hub,Europe,3160,3538,12.0,24.3,ARIMA,3007,4068,9711,57,4144,7409,92.2,Low,Low,51.04,127.61,451490.84,50.1,31,Supplier_14,74.4,-0.45,0,0,Economic,Downward,1.064,B
2023-02-21,8,February,Q1,2023,SKU-1003,Electronics Item 003,Electronics,European DC,Latin America,6778,5994,11.6,20.11,Holt-Winters,5094,6893,4613,1886,2286,3867,20.4,Low,Low,113.83,284.57,1705727.58,44.3,7,Supplier_07,72.5,-1.59,1,0,Competitor Promo,Downward,1.234,A
2024-05-04,18,May,Q2,2024,SKU-1004,Electronics Item 004,Electronics,East Coast Hub,Asia Pacific,2500,2252,9.9,3.46,Holt-Winters,1914,2589,8946,59,2107,5690,107.4,Low,Medium,159.45,398.62,897682.82,43.7,43,Supplier_03,80.0,-1.22,0,0,Competitor Promo,Stable,1.251,A
2022-08-26,34,August,Q3,2022,SKU-1015,Healthcare Item 015,Healthcare,East Coast Hub,Asia Pacific,2528,2105,16.7,16.0,LSTM,1789,2420,2490,1928,2990,5939,29.5,High,Low,27.3,68.25,143656.35,21.1,35,Supplier_06,78.0,-1.31,0,35.3,Supply Shock,Downward,0.755,C
2023-11-16,46,November,Q4,2023,SKU-1021,Apparel Item 021,Apparel,East Coast Hub,Middle East & Africa,2514,2423,3.6,21.06,Ensemble,2059,2786,814,1112,1723,3482,9.7,High,Low,28.65,71.62,173544.68,57.0,21,Supplier_06,96.9,-1.84,0,0,Supply Shock,Downward,0.79,B
2023-08-29,35,August,Q3,2023,SKU-1003,Sports Item 003,Sports,European DC,Latin America,874,1013,15.9,2.35,Prophet,861,1164,2867,488,114,317,98.4,Low,High,14.68,36.7,37181.1,57.1,7,Supplier_06,85.7,-2.41,0,0,Competitor Promo,Stable,0.746,A
2024-01-28,4,January,Q1,2024,SKU-1015,Electronics Item 015,Electronics,East Coast Hub,Asia Pacific,6898,6528,5.4,4.2,ARIMA,5548,7507,2741,638,12033,20080,11.9,High,Low,108.04,270.09,1763177.36,30.1,35,Supplier_14,78.1,-0.57,0,0,Holiday,Downward,1.139,C
2022-11-06,44,November,Q4,2022,SKU-1026,Food & Beverage Item 026,Food & Beverage,West Coast Hub,Europe,3537,3272,7.5,24.76,ARIMA,2781,3762,6893,557,4030,9099,58.5,Medium,Low,60.12,150.31,491822.19,56.7,43,Supplier_04,96.1,-2.87,0,0,Holiday,Downward,0.757,A
2024-01-08,2,January,Q1,2024,SKU-1021,Automotive Item 021,Automotive,APAC Fulfillment,North America,1167,1619,38.7,18.88,Ensemble,1376,1861,2490,1646,1467,2478,64.0,Medium,Low,28.58,71.46,115696.06,46.9,26,Supplier_10,71.8,-1.29,0,32.2,Weather,Upward,1.041,A
2022-05-18,20,May,Q2,2022,SKU-1005,Sports Item 005,Sports,East Coast Hub,Europe,4138,4814,16.3,22.5,ARIMA,4091,5536,6602,1307,4408,9649,47.9,Medium,Low,73.16,182.9,880460.52,43.9,38,Supplier_06,75.5,-0.88,1,43.7,None,Downward,1.208,A
2024-07-10,28,July,Q3,2024,SKU-1019,Automotive Item 019,Automotive,West Coast Hub,Asia Pacific,480,477,0.6,22.2,Ensemble,405,548,6491,203,211,579,405.7,Low,High,149.63,374.09,178438.63,31.5,23,Supplier_02,88.3,-2.87,0,0,Competitor Promo,Downward,0.951,C
2023-04-08,14,April,Q2,2023,SKU-1008,Electronics Item 008,Electronics,East Coast Hub,Middle East & Africa,123,119,3.3,18.68,Holt-Winters,101,136,6900,451,98,274,1682.9,Low,High,161.11,402.77,47929.71,54.9,43,Supplier_14,96.9,-0.58,0,46.3,Competitor Promo,Upward,1.298,A
